Date,Open,High,Low,Close,Volume,Symbol
,MBB.VN,MBB.VN,MBB.VN,MBB.VN,MBB.VN,
2026-03-10,26100.0,26550.0,25600.0,26550.0,45730400,MBB
2026-03-11,26550.0,27000.0,26450.0,26800.0,46375140,MBB
2026-03-12,26500.0,26800.0,26000.0,26250.0,26900560,MBB
2026-03-13,26200.0,26500.0,25800.0,26150.0,27530310,MBB
2026-03-16,26150.0,26500.0,26100.0,26100.0,18327350,MBB
2026-03-17,26400.0,26750.0,26250.0,26350.0,13959960,MBB
2026-03-18,26700.0,26900.0,25750.0,26300.0,25974860,MBB
2026-03-19,26050.0,26500.0,25900.0,26400.0,20161860,MBB
2026-03-20,26300.0,26350.0,25950.0,25950.0,21740600,MBB
2026-03-23,25600.0,25650.0,24850.0,25000.0,39214440,MBB
2026-03-24,25750.0,26000.0,25400.0,25600.0,27654430,MBB
2026-03-25,25950.0,26250.0,25850.0,26000.0,14497500,MBB
2026-03-26,26350.0,26350.0,25700.0,25800.0,16151430,MBB
2026-03-27,25750.0,26200.0,25600.0,26150.0,18615100,MBB
2026-03-30,25800.0,26100.0,25650.0,25750.0,12945400,MBB
2026-03-31,25950.0,26700.0,25950.0,26450.0,26097290,MBB
2026-04-01,27000.0,27100.0,26500.0,26500.0,21326810,MBB
2026-04-02,26500.0,26550.0,25900.0,26300.0,23756640,MBB
2026-04-03,26300.0,26450.0,25950.0,25950.0,12406320,MBB
2026-04-06,26000.0,26000.0,25600.0,25650.0,12258740,MBB
2026-04-07,25750.0,25800.0,25450.0,25600.0,15357420,MBB
2026-04-08,26450.0,26650.0,26100.0,26600.0,37146400,MBB
2026-04-09,26500.0,26700.0,26350.0,26500.0,15011740,MBB
2026-04-10,26800.0,27100.0,26650.0,26700.0,30815640,MBB
2026-04-13,26350.0,26650.0,26250.0,26450.0,17180790,MBB
2026-04-14,26700.0,26800.0,26500.0,26700.0,16588580,MBB
2026-04-15,26700.0,26850.0,26600.0,26600.0,12698300,MBB
2026-04-16,26500.0,26600.0,26200.0,26300.0,13183870,MBB
2026-04-17,26300.0,26600.0,26300.0,26450.0,8813219,MBB
2026-04-20,26450.0,26600.0,26350.0,26350.0,13322510,MBB
2026-04-21,26400.0,26600.0,26300.0,26300.0,13760030,MBB
2026-04-22,26350.0,26400.0,26100.0,26200.0,8546004,MBB
2026-04-23,26200.0,27000.0,26150.0,26400.0,15314820,MBB
2026-04-24,26400.0,26400.0,26200.0,26200.0,9187066,MBB
2026-04-28,26200.0,26250.0,26000.0,26000.0,12610410,MBB
2026-04-29,26000.0,26150.0,25850.0,26050.0,13315220,MBB
2026-05-04,26150.0,26400.0,26050.0,26100.0,10203350,MBB
2026-05-05,26000.0,26100.0,25750.0,25950.0,12812420,MBB
2026-05-06,26000.0,26150.0,25850.0,26050.0,16790990,MBB
2026-05-07,26150.0,26300.0,26000.0,26100.0,17053810,MBB
2026-05-08,26100.0,26550.0,26050.0,26150.0,22450780,MBB
